target,classification,category,owner,kinds,classification_reasons,related_vstd_contract_count,returns_reference,returns_mutable_reference,has_mutable_output_state,has_closure,has_unsafe,has_raw_pointer
std::os::unix::net::SocketAddr::as_pathname,runtime_or_hidden_state,io_os_runtime,std::os::unix::net::SocketAddr,inherent_method,external_or_hidden_runtime_state,0,True,False,False,False,False,False
std::os::unix::net::SocketAddr::from_pathname,runtime_or_hidden_state,io_os_runtime,std::os::unix::net::SocketAddr,inherent_method,external_or_hidden_runtime_state,0,False,False,False,False,False,False
std::os::unix::net::SocketAddr::is_unnamed,runtime_or_hidden_state,io_os_runtime,std::os::unix::net::SocketAddr,inherent_method,external_or_hidden_runtime_state,0,False,False,False,False,False,False
std::os::unix::net::UnixDatagram::bind,runtime_or_hidden_state,io_os_runtime,std::os::unix::net::UnixDatagram,inherent_method,external_or_hidden_runtime_state,0,False,False,False,False,False,False
std::os::unix::net::UnixDatagram::bind_addr,runtime_or_hidden_state,io_os_runtime,std::os::unix::net::UnixDatagram,inherent_method,external_or_hidden_runtime_state,0,False,False,False,False,False,False
std::os::unix::net::UnixDatagram::connect,runtime_or_hidden_state,io_os_runtime,std::os::unix::net::UnixDatagram,inherent_method,external_or_hidden_runtime_state,0,False,False,False,False,False,False
std::os::unix::net::UnixDatagram::connect_addr,runtime_or_hidden_state,io_os_runtime,std::os::unix::net::UnixDatagram,inherent_method,external_or_hidden_runtime_state,0,False,False,False,False,False,False
std::os::unix::net::UnixDatagram::local_addr,runtime_or_hidden_state,io_os_runtime,std::os::unix::net::UnixDatagram,inherent_method,external_or_hidden_runtime_state,0,False,False,False,False,False,False
std::os::unix::net::UnixDatagram::pair,runtime_or_hidden_state,io_os_runtime,std::os::unix::net::UnixDatagram,inherent_method,external_or_hidden_runtime_state,0,False,False,False,False,False,False
std::os::unix::net::UnixDatagram::peer_addr,runtime_or_hidden_state,io_os_runtime,std::os::unix::net::UnixDatagram,inherent_method,external_or_hidden_runtime_state,0,False,False,False,False,False,False
std::os::unix::net::UnixDatagram::read_timeout,runtime_or_hidden_state,io_os_runtime,std::os::unix::net::UnixDatagram,inherent_method,external_or_hidden_runtime_state,0,False,False,False,False,False,False
std::os::unix::net::UnixDatagram::recv,runtime_or_hidden_state,io_os_runtime,std::os::unix::net::UnixDatagram,inherent_method,external_or_hidden_runtime_state,0,False,False,True,False,False,False
std::os::unix::net::UnixDatagram::recv_from,runtime_or_hidden_state,io_os_runtime,std::os::unix::net::UnixDatagram,inherent_method,external_or_hidden_runtime_state,0,False,False,True,False,False,False
std::os::unix::net::UnixDatagram::send,runtime_or_hidden_state,io_os_runtime,std::os::unix::net::UnixDatagram,inherent_method,external_or_hidden_runtime_state,0,False,False,False,False,False,False
std::os::unix::net::UnixDatagram::send_to,runtime_or_hidden_state,io_os_runtime,std::os::unix::net::UnixDatagram,inherent_method,external_or_hidden_runtime_state,0,False,False,False,False,False,False
std::os::unix::net::UnixDatagram::send_to_addr,runtime_or_hidden_state,io_os_runtime,std::os::unix::net::UnixDatagram,inherent_method,external_or_hidden_runtime_state,0,False,False,False,False,False,False
std::os::unix::net::UnixDatagram::set_nonblocking,runtime_or_hidden_state,io_os_runtime,std::os::unix::net::UnixDatagram,inherent_method,external_or_hidden_runtime_state,0,False,False,False,False,False,False
std::os::unix::net::UnixDatagram::set_read_timeout,runtime_or_hidden_state,io_os_runtime,std::os::unix::net::UnixDatagram,inherent_method,external_or_hidden_runtime_state,0,False,False,False,False,False,False
std::os::unix::net::UnixDatagram::set_write_timeout,runtime_or_hidden_state,io_os_runtime,std::os::unix::net::UnixDatagram,inherent_method,external_or_hidden_runtime_state,0,False,False,False,False,False,False
std::os::unix::net::UnixDatagram::shutdown,runtime_or_hidden_state,io_os_runtime,std::os::unix::net::UnixDatagram,inherent_method,external_or_hidden_runtime_state,0,False,False,False,False,False,False
std::os::unix::net::UnixDatagram::take_error,runtime_or_hidden_state,io_os_runtime,std::os::unix::net::UnixDatagram,inherent_method,external_or_hidden_runtime_state,0,False,False,False,False,False,False
std::os::unix::net::UnixDatagram::try_clone,runtime_or_hidden_state,io_os_runtime,std::os::unix::net::UnixDatagram,inherent_method,external_or_hidden_runtime_state,0,False,False,False,False,False,False
std::os::unix::net::UnixDatagram::unbound,runtime_or_hidden_state,io_os_runtime,std::os::unix::net::UnixDatagram,inherent_method,external_or_hidden_runtime_state,0,False,False,False,False,False,False
std::os::unix::net::UnixDatagram::write_timeout,runtime_or_hidden_state,io_os_runtime,std::os::unix::net::UnixDatagram,inherent_method,external_or_hidden_runtime_state,0,False,False,False,False,False,False
std::os::unix::net::UnixListener::accept,runtime_or_hidden_state,io_os_runtime,std::os::unix::net::UnixListener,inherent_method,external_or_hidden_runtime_state,0,False,False,False,False,False,False
std::os::unix::net::UnixListener::bind,runtime_or_hidden_state,io_os_runtime,std::os::unix::net::UnixListener,inherent_method,external_or_hidden_runtime_state,0,False,False,False,False,False,False
std::os::unix::net::UnixListener::bind_addr,runtime_or_hidden_state,io_os_runtime,std::os::unix::net::UnixListener,inherent_method,external_or_hidden_runtime_state,0,False,False,False,False,False,False
std::os::unix::net::UnixListener::incoming,runtime_or_hidden_state,io_os_runtime,std::os::unix::net::UnixListener,inherent_method,external_or_hidden_runtime_state,0,False,False,False,False,False,False
std::os::unix::net::UnixListener::local_addr,runtime_or_hidden_state,io_os_runtime,std::os::unix::net::UnixListener,inherent_method,external_or_hidden_runtime_state,0,False,False,False,False,False,False
std::os::unix::net::UnixListener::set_nonblocking,runtime_or_hidden_state,io_os_runtime,std::os::unix::net::UnixListener,inherent_method,external_or_hidden_runtime_state,0,False,False,False,False,False,False
std::os::unix::net::UnixListener::take_error,runtime_or_hidden_state,io_os_runtime,std::os::unix::net::UnixListener,inherent_method,external_or_hidden_runtime_state,0,False,False,False,False,False,False
std::os::unix::net::UnixListener::try_clone,runtime_or_hidden_state,io_os_runtime,std::os::unix::net::UnixListener,inherent_method,external_or_hidden_runtime_state,0,False,False,False,False,False,False
std::os::unix::net::UnixStream::connect,runtime_or_hidden_state,io_os_runtime,std::os::unix::net::UnixStream,inherent_method,external_or_hidden_runtime_state,0,False,False,False,False,False,False
std::os::unix::net::UnixStream::connect_addr,runtime_or_hidden_state,io_os_runtime,std::os::unix::net::UnixStream,inherent_method,external_or_hidden_runtime_state,0,False,False,False,False,False,False
std::os::unix::net::UnixStream::local_addr,runtime_or_hidden_state,io_os_runtime,std::os::unix::net::UnixStream,inherent_method,external_or_hidden_runtime_state,0,False,False,False,False,False,False
std::os::unix::net::UnixStream::pair,runtime_or_hidden_state,io_os_runtime,std::os::unix::net::UnixStream,inherent_method,external_or_hidden_runtime_state,0,False,False,False,False,False,False
std::os::unix::net::UnixStream::peer_addr,runtime_or_hidden_state,io_os_runtime,std::os::unix::net::UnixStream,inherent_method,external_or_hidden_runtime_state,0,False,False,False,False,False,False
std::os::unix::net::UnixStream::read_timeout,runtime_or_hidden_state,io_os_runtime,std::os::unix::net::UnixStream,inherent_method,external_or_hidden_runtime_state,0,False,False,False,False,False,False
std::os::unix::net::UnixStream::set_nonblocking,runtime_or_hidden_state,io_os_runtime,std::os::unix::net::UnixStream,inherent_method,external_or_hidden_runtime_state,0,False,False,False,False,False,False
std::os::unix::net::UnixStream::set_read_timeout,runtime_or_hidden_state,io_os_runtime,std::os::unix::net::UnixStream,inherent_method,external_or_hidden_runtime_state,0,False,False,False,False,False,False
std::os::unix::net::UnixStream::set_write_timeout,runtime_or_hidden_state,io_os_runtime,std::os::unix::net::UnixStream,inherent_method,external_or_hidden_runtime_state,0,False,False,False,False,False,False
std::os::unix::net::UnixStream::shutdown,runtime_or_hidden_state,io_os_runtime,std::os::unix::net::UnixStream,inherent_method,external_or_hidden_runtime_state,0,False,False,False,False,False,False
std::os::unix::net::UnixStream::take_error,runtime_or_hidden_state,io_os_runtime,std::os::unix::net::UnixStream,inherent_method,external_or_hidden_runtime_state,0,False,False,False,False,False,False
std::os::unix::net::UnixStream::try_clone,runtime_or_hidden_state,io_os_runtime,std::os::unix::net::UnixStream,inherent_method,external_or_hidden_runtime_state,0,False,False,False,False,False,False
std::os::unix::net::UnixStream::write_timeout,runtime_or_hidden_state,io_os_runtime,std::os::unix::net::UnixStream,inherent_method,external_or_hidden_runtime_state,0,False,False,False,False,False,False
std::os::windows::ffi::OsStrExt::encode_wide,trait_contract_integration,trait_method,std::os::windows::ffi::OsStrExt,trait_method,requires_external_trait_specification_edit,0,False,False,False,False,False,False
std::os::windows::ffi::OsStringExt::from_wide,trait_contract_integration,trait_method,std::os::windows::ffi::OsStringExt,trait_method,requires_external_trait_specification_edit,0,False,False,False,False,False,False
std::os::windows::fs::FileExt::seek_read,trait_contract_integration,trait_method,std::os::windows::fs::FileExt,trait_method,requires_external_trait_specification_edit,0,False,False,True,False,False,False
std::os::windows::fs::FileExt::seek_write,trait_contract_integration,trait_method,std::os::windows::fs::FileExt,trait_method,requires_external_trait_specification_edit,0,False,False,False,False,False,False
std::os::windows::fs::FileTimesExt::set_created,trait_contract_integration,trait_method,std::os::windows::fs::FileTimesExt,trait_method,requires_external_trait_specification_edit,0,False,False,False,False,False,False
std::os::windows::fs::FileTypeExt::is_symlink_dir,trait_contract_integration,trait_method,std::os::windows::fs::FileTypeExt,trait_method,requires_external_trait_specification_edit,0,False,False,False,False,False,False
std::os::windows::fs::FileTypeExt::is_symlink_file,trait_contract_integration,trait_method,std::os::windows::fs::FileTypeExt,trait_method,requires_external_trait_specification_edit,0,False,False,False,False,False,False
std::os::windows::fs::MetadataExt::creation_time,trait_contract_integration,trait_method,std::os::windows::fs::MetadataExt,trait_method,requires_external_trait_specification_edit,0,False,False,False,False,False,False
std::os::windows::fs::MetadataExt::file_attributes,trait_contract_integration,trait_method,std::os::windows::fs::MetadataExt,trait_method,requires_external_trait_specification_edit,0,False,False,False,False,False,False
std::os::windows::fs::MetadataExt::file_size,trait_contract_integration,trait_method,std::os::windows::fs::MetadataExt,trait_method,requires_external_trait_specification_edit,0,False,False,False,False,False,False
std::os::windows::fs::MetadataExt::last_access_time,trait_contract_integration,trait_method,std::os::windows::fs::MetadataExt,trait_method,requires_external_trait_specification_edit,0,False,False,False,False,False,False
std::os::windows::fs::MetadataExt::last_write_time,trait_contract_integration,trait_method,std::os::windows::fs::MetadataExt,trait_method,requires_external_trait_specification_edit,0,False,False,False,False,False,False
std::os::windows::fs::OpenOptionsExt::access_mode,trait_contract_integration,trait_method,std::os::windows::fs::OpenOptionsExt,trait_method,requires_external_trait_specification_edit,0,True,True,True,False,False,False
std::os::windows::fs::OpenOptionsExt::attributes,trait_contract_integration,trait_method,std::os::windows::fs::OpenOptionsExt,trait_method,requires_external_trait_specification_edit,0,True,True,True,False,False,False
std::os::windows::fs::OpenOptionsExt::custom_flags,trait_contract_integration,trait_method,std::os::windows::fs::OpenOptionsExt,trait_method,requires_external_trait_specification_edit,0,True,True,True,False,False,False
std::os::windows::fs::OpenOptionsExt::security_qos_flags,trait_contract_integration,trait_method,std::os::windows::fs::OpenOptionsExt,trait_method,requires_external_trait_specification_edit,0,True,True,True,False,False,False
std::os::windows::fs::OpenOptionsExt::share_mode,trait_contract_integration,trait_method,std::os::windows::fs::OpenOptionsExt,trait_method,requires_external_trait_specification_edit,0,True,True,True,False,False,False
std::os::windows::fs::symlink_dir,runtime_or_hidden_state,io_os_runtime,std::os::windows::fs,free_function,external_or_hidden_runtime_state,0,False,False,False,False,False,False
std::os::windows::fs::symlink_file,runtime_or_hidden_state,io_os_runtime,std::os::windows::fs,free_function,external_or_hidden_runtime_state,0,False,False,False,False,False,False
std::os::windows::io::AsHandle::as_handle,trait_contract_integration,trait_method,std::os::windows::io::AsHandle,trait_method,requires_external_trait_specification_edit,0,False,False,False,False,False,False
std::os::windows::io::AsRawHandle::as_raw_handle,trait_contract_integration,trait_method,std::os::windows::io::AsRawHandle,trait_method,requires_external_trait_specification_edit,0,False,False,False,False,False,False
std::os::windows::io::AsRawSocket::as_raw_socket,trait_contract_integration,trait_method,std::os::windows::io::AsRawSocket,trait_method,requires_external_trait_specification_edit,0,False,False,False,False,False,False
std::os::windows::io::AsSocket::as_socket,trait_contract_integration,trait_method,std::os::windows::io::AsSocket,trait_method,requires_external_trait_specification_edit,0,False,False,False,False,False,False
std::os::windows::io::BorrowedHandle::borrow_raw,runtime_or_hidden_state,io_os_runtime,std::os::windows::io::BorrowedHandle,inherent_method,external_or_hidden_runtime_state,0,False,False,False,False,True,False
std::os::windows::io::BorrowedHandle::try_clone_to_owned,runtime_or_hidden_state,io_os_runtime,std::os::windows::io::BorrowedHandle,inherent_method,external_or_hidden_runtime_state,0,False,False,False,False,False,False
std::os::windows::io::BorrowedSocket::borrow_raw,runtime_or_hidden_state,io_os_runtime,std::os::windows::io::BorrowedSocket,inherent_method,external_or_hidden_runtime_state,0,False,False,False,False,True,False
std::os::windows::io::BorrowedSocket::try_clone_to_owned,runtime_or_hidden_state,io_os_runtime,std::os::windows::io::BorrowedSocket,inherent_method,external_or_hidden_runtime_state,0,False,False,False,False,False,False
std::os::windows::io::FromRawHandle::from_raw_handle,trait_contract_integration,trait_method,std::os::windows::io::FromRawHandle,trait_method,requires_external_trait_specification_edit,0,False,False,False,False,True,False
std::os::windows::io::FromRawSocket::from_raw_socket,trait_contract_integration,trait_method,std::os::windows::io::FromRawSocket,trait_method,requires_external_trait_specification_edit,0,False,False,False,False,True,False
std::os::windows::io::HandleOrInvalid::from_raw_handle,runtime_or_hidden_state,io_os_runtime,std::os::windows::io::HandleOrInvalid,inherent_method,external_or_hidden_runtime_state,0,False,False,False,False,True,False
std::os::windows::io::HandleOrNull::from_raw_handle,runtime_or_hidden_state,io_os_runtime,std::os::windows::io::HandleOrNull,inherent_method,external_or_hidden_runtime_state,0,False,False,False,False,True,False
std::os::windows::io::IntoRawHandle::into_raw_handle,trait_contract_integration,trait_method,std::os::windows::io::IntoRawHandle,trait_method,requires_external_trait_specification_edit,0,False,False,False,False,False,False
std::os::windows::io::IntoRawSocket::into_raw_socket,trait_contract_integration,trait_method,std::os::windows::io::IntoRawSocket,trait_method,requires_external_trait_specification_edit,0,False,False,False,False,False,False
std::os::windows::io::OwnedHandle::try_clone,runtime_or_hidden_state,io_os_runtime,std::os::windows::io::OwnedHandle,inherent_method,external_or_hidden_runtime_state,0,False,False,False,False,False,False
std::os::windows::io::OwnedSocket::try_clone,runtime_or_hidden_state,io_os_runtime,std::os::windows::io::OwnedSocket,inherent_method,external_or_hidden_runtime_state,0,False,False,False,False,False,False
std::panic::PanicHookInfo::location,needs_new_vstd_abstraction,other,std::panic::PanicHookInfo,inherent_method,no_existing_contract_for_owner_or_module,0,True,False,False,False,False,False
std::panic::PanicHookInfo::payload,needs_new_vstd_abstraction,other,std::panic::PanicHookInfo,inherent_method,no_existing_contract_for_owner_or_module,0,True,False,False,False,False,False
std::panic::PanicHookInfo::payload_as_str,needs_new_vstd_abstraction,other,std::panic::PanicHookInfo,inherent_method,no_existing_contract_for_owner_or_module,0,True,False,False,False,False,False
std::panic::PanicInfo::location,needs_new_vstd_abstraction,other,std::panic::PanicInfo,inherent_method,no_existing_contract_for_owner_or_module,0,True,False,False,False,False,False
std::panic::PanicInfo::payload,needs_new_vstd_abstraction,other,std::panic::PanicInfo,inherent_method,no_existing_contract_for_owner_or_module,0,True,False,False,False,False,False
std::panic::PanicInfo::payload_as_str,needs_new_vstd_abstraction,other,std::panic::PanicInfo,inherent_method,no_existing_contract_for_owner_or_module,0,True,False,False,False,False,False
std::panic::catch_unwind,higher_order_contract,other,std::panic,free_function,closure_call_ensures_or_prophetic_model_required,0,False,False,False,True,False,False
std::panic::panic_any,needs_new_vstd_abstraction,other,std::panic,free_function,no_existing_contract_for_owner_or_module,0,False,False,False,False,False,False
std::panic::resume_unwind,needs_new_vstd_abstraction,other,std::panic,free_function,no_existing_contract_for_owner_or_module,0,False,False,False,False,False,False
std::panic::set_hook,no_modeled_observable_output,other,std::panic,free_function,unit_result_without_mutable_output_state,0,False,False,False,True,False,False
std::panic::take_hook,higher_order_contract,other,std::panic,free_function,closure_call_ensures_or_prophetic_model_required,0,True,False,False,True,False,False
std::path::Component::as_os_str,needs_new_vstd_abstraction,other,std::path::Component,inherent_method,no_existing_contract_for_owner_or_module,0,True,False,False,False,False,False
std::path::Components::as_path,needs_new_vstd_abstraction,other,std::path::Components,inherent_method,no_existing_contract_for_owner_or_module,0,True,False,False,False,False,False
std::path::Iter::as_path,needs_new_vstd_abstraction,other,std::path::Iter,inherent_method,no_existing_contract_for_owner_or_module,0,True,False,False,False,False,False
std::path::Path::ancestors,needs_new_vstd_abstraction,other,std::path::Path,inherent_method,no_existing_contract_for_owner_or_module,0,False,False,False,False,False,False
std::path::Path::as_mut_os_str,determinism_checker_unsupported,other,std::path::Path,inherent_method,mutable_reference_return_not_supported,0,True,True,True,False,False,False
std::path::Path::as_os_str,needs_new_vstd_abstraction,other,std::path::Path,inherent_method,no_existing_contract_for_owner_or_module,0,True,False,False,False,False,False
std::path::Path::canonicalize,needs_new_vstd_abstraction,other,std::path::Path,inherent_method,no_existing_contract_for_owner_or_module,0,False,False,False,False,False,False
std::path::Path::components,needs_new_vstd_abstraction,other,std::path::Path,inherent_method,no_existing_contract_for_owner_or_module,0,False,False,False,False,False,False
std::path::Path::display,needs_new_vstd_abstraction,other,std::path::Path,inherent_method,no_existing_contract_for_owner_or_module,0,False,False,False,False,False,False
std::path::Path::ends_with,needs_new_vstd_abstraction,other,std::path::Path,inherent_method,no_existing_contract_for_owner_or_module,0,False,False,False,False,False,False
std::path::Path::exists,needs_new_vstd_abstraction,other,std::path::Path,inherent_method,no_existing_contract_for_owner_or_module,0,False,False,False,False,False,False
std::path::Path::extension,needs_new_vstd_abstraction,other,std::path::Path,inherent_method,no_existing_contract_for_owner_or_module,0,True,False,False,False,False,False
std::path::Path::file_name,needs_new_vstd_abstraction,other,std::path::Path,inherent_method,no_existing_contract_for_owner_or_module,0,True,False,False,False,False,False
std::path::Path::file_prefix,needs_new_vstd_abstraction,other,std::path::Path,inherent_method,no_existing_contract_for_owner_or_module,0,True,False,False,False,False,False
std::path::Path::file_stem,needs_new_vstd_abstraction,other,std::path::Path,inherent_method,no_existing_contract_for_owner_or_module,0,True,False,False,False,False,False
std::path::Path::has_root,needs_new_vstd_abstraction,other,std::path::Path,inherent_method,no_existing_contract_for_owner_or_module,0,False,False,False,False,False,False
std::path::Path::into_path_buf,needs_new_vstd_abstraction,other,std::path::Path,inherent_method,no_existing_contract_for_owner_or_module,0,False,False,False,False,False,False
std::path::Path::is_absolute,needs_new_vstd_abstraction,other,std::path::Path,inherent_method,no_existing_contract_for_owner_or_module,0,False,False,False,False,False,False
std::path::Path::is_dir,needs_new_vstd_abstraction,other,std::path::Path,inherent_method,no_existing_contract_for_owner_or_module,0,False,False,False,False,False,False
std::path::Path::is_empty,needs_new_vstd_abstraction,other,std::path::Path,inherent_method,no_existing_contract_for_owner_or_module,0,False,False,False,False,False,False
std::path::Path::is_file,needs_new_vstd_abstraction,other,std::path::Path,inherent_method,no_existing_contract_for_owner_or_module,0,False,False,False,False,False,False
std::path::Path::is_relative,needs_new_vstd_abstraction,other,std::path::Path,inherent_method,no_existing_contract_for_owner_or_module,0,False,False,False,False,False,False
std::path::Path::is_symlink,needs_new_vstd_abstraction,other,std::path::Path,inherent_method,no_existing_contract_for_owner_or_module,0,False,False,False,False,False,False
std::path::Path::iter,iterator_or_adapter_result,other,std::path::Path,inherent_method,iterator_or_adapter_semantics_require_prophetic_model,0,False,False,False,False,False,False
std::path::Path::join,needs_new_vstd_abstraction,other,std::path::Path,inherent_method,no_existing_contract_for_owner_or_module,0,False,False,False,False,False,False
std::path::Path::metadata,needs_new_vstd_abstraction,other,std::path::Path,inherent_method,no_existing_contract_for_owner_or_module,0,False,False,False,False,False,False
std::path::Path::new,needs_new_vstd_abstraction,other,std::path::Path,inherent_method,no_existing_contract_for_owner_or_module,0,True,False,False,False,False,False
std::path::Path::parent,needs_new_vstd_abstraction,other,std::path::Path,inherent_method,no_existing_contract_for_owner_or_module,0,True,False,False,False,False,False
std::path::Path::read_dir,needs_new_vstd_abstraction,other,std::path::Path,inherent_method,no_existing_contract_for_owner_or_module,0,False,False,False,False,False,False
std::path::Path::read_link,needs_new_vstd_abstraction,other,std::path::Path,inherent_method,no_existing_contract_for_owner_or_module,0,False,False,False,False,False,False
std::path::Path::starts_with,needs_new_vstd_abstraction,other,std::path::Path,inherent_method,no_existing_contract_for_owner_or_module,0,False,False,False,False,False,False
std::path::Path::strip_prefix,needs_new_vstd_abstraction,other,std::path::Path,inherent_method,no_existing_contract_for_owner_or_module,0,True,False,False,False,False,False
std::path::Path::symlink_metadata,needs_new_vstd_abstraction,other,std::path::Path,inherent_method,no_existing_contract_for_owner_or_module,0,False,False,False,False,False,False
std::path::Path::to_path_buf,needs_new_vstd_abstraction,other,std::path::Path,inherent_method,no_existing_contract_for_owner_or_module,0,False,False,False,False,False,False
std::path::Path::to_str,needs_new_vstd_abstraction,other,std::path::Path,inherent_method,no_existing_contract_for_owner_or_module,0,True,False,False,False,False,False
std::path::Path::to_string_lossy,needs_new_vstd_abstraction,other,std::path::Path,inherent_method,no_existing_contract_for_owner_or_module,0,False,False,False,False,False,False
std::path::Path::try_exists,needs_new_vstd_abstraction,other,std::path::Path,inherent_method,no_existing_contract_for_owner_or_module,0,False,False,False,False,False,False
std::path::Path::with_added_extension,needs_new_vstd_abstraction,other,std::path::Path,inherent_method,no_existing_contract_for_owner_or_module,0,False,False,False,False,False,False
std::path::Path::with_extension,needs_new_vstd_abstraction,other,std::path::Path,inherent_method,no_existing_contract_for_owner_or_module,0,False,False,False,False,False,False
std::path::Path::with_file_name,needs_new_vstd_abstraction,other,std::path::Path,inherent_method,no_existing_contract_for_owner_or_module,0,False,False,False,False,False,False
std::path::PathBuf::add_extension,needs_new_vstd_abstraction,other,std::path::PathBuf,inherent_method,no_existing_contract_for_owner_or_module,0,False,False,True,False,False,False
std::path::PathBuf::as_mut_os_string,determinism_checker_unsupported,other,std::path::PathBuf,inherent_method,mutable_reference_return_not_supported,0,True,True,True,False,False,False
std::path::PathBuf::as_path,needs_new_vstd_abstraction,other,std::path::PathBuf,inherent_method,no_existing_contract_for_owner_or_module,0,True,False,False,False,False,False
std::path::PathBuf::capacity,representation_or_allocator,other,std::path::PathBuf,inherent_method,representation_or_allocator_state_not_in_public_view,0,False,False,False,False,False,False
std::path::PathBuf::clear,needs_new_vstd_abstraction,other,std::path::PathBuf,inherent_method,no_existing_contract_for_owner_or_module,0,False,False,True,False,False,False
std::path::PathBuf::into_boxed_path,needs_new_vstd_abstraction,other,std::path::PathBuf,inherent_method,no_existing_contract_for_owner_or_module,0,False,False,False,False,False,False
std::path::PathBuf::into_os_string,needs_new_vstd_abstraction,other,std::path::PathBuf,inherent_method,no_existing_contract_for_owner_or_module,0,False,False,False,False,False,False
std::path::PathBuf::into_string,toolchain_unavailable,other,std::path::PathBuf,inherent_method,not_in_verus_rust_1_96,0,False,False,False,False,False,False
std::path::PathBuf::leak,determinism_checker_unsupported,other,std::path::PathBuf,inherent_method,mutable_reference_return_not_supported,0,True,True,False,False,False,False
std::path::PathBuf::new,needs_new_vstd_abstraction,other,std::path::PathBuf,inherent_method,no_existing_contract_for_owner_or_module,0,False,False,False,False,False,False
std::path::PathBuf::pop,needs_new_vstd_abstraction,other,std::path::PathBuf,inherent_method,no_existing_contract_for_owner_or_module,0,False,False,True,False,False,False
std::path::PathBuf::push,needs_new_vstd_abstraction,other,std::path::PathBuf,inherent_method,no_existing_contract_for_owner_or_module,0,False,False,True,False,False,False
std::path::PathBuf::reserve,representation_or_allocator,other,std::path::PathBuf,inherent_method,representation_or_allocator_state_not_in_public_view,0,False,False,True,False,False,False
std::path::PathBuf::reserve_exact,representation_or_allocator,other,std::path::PathBuf,inherent_method,representation_or_allocator_state_not_in_public_view,0,False,False,True,False,False,False
std::path::PathBuf::set_extension,needs_new_vstd_abstraction,other,std::path::PathBuf,inherent_method,no_existing_contract_for_owner_or_module,0,False,False,True,False,False,False
std::path::PathBuf::set_file_name,needs_new_vstd_abstraction,other,std::path::PathBuf,inherent_method,no_existing_contract_for_owner_or_module,0,False,False,True,False,False,False
std::path::PathBuf::shrink_to,representation_or_allocator,other,std::path::PathBuf,inherent_method,representation_or_allocator_state_not_in_public_view,0,False,False,True,False,False,False
std::path::PathBuf::shrink_to_fit,representation_or_allocator,other,std::path::PathBuf,inherent_method,representation_or_allocator_state_not_in_public_view,0,False,False,True,False,False,False
std::path::PathBuf::try_reserve,representation_or_allocator,other,std::path::PathBuf,inherent_method,representation_or_allocator_state_not_in_public_view,0,False,False,True,False,False,False
std::path::PathBuf::try_reserve_exact,representation_or_allocator,other,std::path::PathBuf,inherent_method,representation_or_allocator_state_not_in_public_view,0,False,False,True,False,False,False
std::path::PathBuf::with_capacity,representation_or_allocator,other,std::path::PathBuf,inherent_method,representation_or_allocator_state_not_in_public_view,0,False,False,False,False,False,False
std::path::Prefix::is_verbatim,needs_new_vstd_abstraction,other,std::path::Prefix,inherent_method,no_existing_contract_for_owner_or_module,0,False,False,False,False,False,False
std::path::PrefixComponent::as_os_str,needs_new_vstd_abstraction,other,std::path::PrefixComponent,inherent_method,no_existing_contract_for_owner_or_module,0,True,False,False,False,False,False
std::path::PrefixComponent::kind,needs_new_vstd_abstraction,other,std::path::PrefixComponent,inherent_method,no_existing_contract_for_owner_or_module,0,False,False,False,False,False,False
std::path::absolute,needs_new_vstd_abstraction,other,std::path,free_function,no_existing_contract_for_owner_or_module,0,False,False,False,False,False,False
std::path::is_separator,needs_new_vstd_abstraction,other,std::path,free_function,no_existing_contract_for_owner_or_module,0,False,False,False,False,False,False
std::process::Child::id,runtime_or_hidden_state,io_os_runtime,std::process::Child,inherent_method,external_or_hidden_runtime_state,0,False,False,False,False,False,False
std::process::Child::kill,runtime_or_hidden_state,io_os_runtime,std::process::Child,inherent_method,external_or_hidden_runtime_state,0,False,False,True,False,False,False
std::process::Child::try_wait,runtime_or_hidden_state,io_os_runtime,std::process::Child,inherent_method,external_or_hidden_runtime_state,0,False,False,True,False,False,False
std::process::Child::wait,runtime_or_hidden_state,io_os_runtime,std::process::Child,inherent_method,external_or_hidden_runtime_state,0,False,False,True,False,False,False
std::process::Child::wait_with_output,runtime_or_hidden_state,io_os_runtime,std::process::Child,inherent_method,external_or_hidden_runtime_state,0,False,False,False,False,False,False
std::process::Command::arg,runtime_or_hidden_state,io_os_runtime,std::process::Command,inherent_method,external_or_hidden_runtime_state,0,True,True,True,False,False,False
std::process::Command::args,runtime_or_hidden_state,io_os_runtime,std::process::Command,inherent_method,external_or_hidden_runtime_state,0,True,True,True,False,False,False
std::process::Command::current_dir,runtime_or_hidden_state,io_os_runtime,std::process::Command,inherent_method,external_or_hidden_runtime_state,0,True,True,True,False,False,False
std::process::Command::env,runtime_or_hidden_state,io_os_runtime,std::process::Command,inherent_method,external_or_hidden_runtime_state,0,True,True,True,False,False,False
std::process::Command::env_clear,runtime_or_hidden_state,io_os_runtime,std::process::Command,inherent_method,external_or_hidden_runtime_state,0,True,True,True,False,False,False
std::process::Command::env_remove,runtime_or_hidden_state,io_os_runtime,std::process::Command,inherent_method,external_or_hidden_runtime_state,0,True,True,True,False,False,False
std::process::Command::envs,runtime_or_hidden_state,io_os_runtime,std::process::Command,inherent_method,external_or_hidden_runtime_state,0,True,True,True,False,False,False
std::process::Command::get_args,runtime_or_hidden_state,io_os_runtime,std::process::Command,inherent_method,external_or_hidden_runtime_state,0,False,False,False,False,False,False
